0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0,30000000000000004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,1;0,2;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
0,1;0,1;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
0;0,8999999999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0,9999999999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,1;0,4;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
0;0,7999999999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,1;0,30000000000000004;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
0,1;0,8999999999999999;7;7;7;7;10;7;10;7;7;7;7;7;7;7;10
0,1;0,9999999999999999;10;10;10;10;10;10;10;10;10;10;13;10;10;10;10
0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,1;0,6;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
0,1;0,7999999999999999;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
0,1;0,7;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
0,2;0,1;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
0,1;0,5;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
0,2;0,5;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
0,2;0,8999999999999999;17;17;17;17;14;17;17;17;17;17;14;20;17;14;14
0,2;0,7999999999999999;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
0,2;0,2;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
0,2;0,7;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
0,2;0,4;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
0,2;0,6;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
0,2;0,30000000000000004;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
0,2;0,9999999999999999;10;10;10;10;10;10;10;10;10;10;10;10;10;13;10
0,30000000000000004;0,1;17;17;14;17;17;17;17;17;14;17;17;17;17;17;17
0,30000000000000004;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
0,30000000000000004;0,4;17;17;14;14;17;17;17;17;17;17;17;17;17;17;17
0,30000000000000004;0,30000000000000004;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
0,30000000000000004;0,5;17;14;17;17;17;17;14;17;14;17;17;17;17;17;17
0,30000000000000004;0,2;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
0,30000000000000004;0,6;14;17;14;14;14;14;17;14;14;14;14;14;17;17;14
0,30000000000000004;0,8999999999999999;17;17;17;17;20;20;17;17;20;17;17;17;17;17;17
0,30000000000000004;0,7999999999999999;17;17;20;20;17;17;17;17;17;20;17;20;17;17;20
0,4;0,30000000000000004;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
0,30000000000000004;0,9999999999999999;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
0,30000000000000004;0,7;14;17;17;14;14;17;14;17;17;17;14;17;14;14;14
0,4;0,1;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
0,4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,4;0,2;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
0,4;0,4;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
0,4;0,7999999999999999;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,4;0,9999999999999999;10;10;10;10;10;10;10;10;10;13;10;10;10;10;10
0,4;0,6;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,4;0,8999999999999999;17;20;20;20;17;20;20;17;17;17;17;17;20;20;20
0,4;0,5;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
0,4;0,7;17;17;20;17;17;17;17;17;20;20;17;17;17;17;17
0,5;0,2;17;17;17;17;17;17;17;17;17;17;20;17;17;17;17
0,5;0,30000000000000004;17;17;20;17;20;17;17;20;17;17;17;17;20;17;17
0,5;0,1;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
0,5;0,7999999999999999;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,5;0,6;17;20;20;20;20;20;20;20;20;20;17;20;20;20;17
0,5;0,4;20;17;17;17;17;17;20;17;17;20;20;20;20;17;20
0,5;0,7;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,5;0,5;17;20;20;20;20;20;20;20;17;20;17;20;20;20;20
0,5;0,8999999999999999;20;17;17;17;17;17;20;17;17;17;17;17;17;20;17
0,6;0,2;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,5;0,9999999999999999;10;10;10;10;10;10;10;10;13;10;10;10;10;10;10
0,6;0,1;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,6;0,30000000000000004;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,6;0,5;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,6;0,4;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,6;0,7;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7;0,1;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,6;0,9999999999999999;10;13;10;13;10;10;10;10;13;10;10;10;10;10;10
0,6;0,6;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,6;0,7999999999999999;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,6;0,8999999999999999;20;17;20;20;20;17;20;20;17;20;17;20;17;20;20
0,7;0,2;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7;0,6;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7;0,7;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7;0,7999999999999999;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7;0,5;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7;0,9999999999999999;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
0,7;0,8999999999999999;20;20;20;20;20;20;20;20;20;20;20;17;20;20;17
0,7;0,4;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7;0,30000000000000004;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7999999999999999;0,30000000000000004;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7999999999999999;0,7;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7999999999999999;0,6;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7999999999999999;0,1;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7999999999999999;0,4;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7999999999999999;0,5;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7999999999999999;0,2;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7999999999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,8999999999999999;0,30000000000000004;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7999999999999999;0,8999999999999999;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,8999999999999999;0,1;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,8999999999999999;0,4;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7999999999999999;0,7999999999999999;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,7999999999999999;0,9999999999999999;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
0,8999999999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,8999999999999999;0,2;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,8999999999999999;0,9999999999999999;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
0,8999999999999999;0,8999999999999999;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,8999999999999999;0,5;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,9999999999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,8999999999999999;0,7;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,9999999999999999;0,1;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,8999999999999999;0,7999999999999999;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,8999999999999999;0,6;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,9999999999999999;0,2;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,9999999999999999;0,6;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,9999999999999999;0,30000000000000004;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,9999999999999999;0,7999999999999999;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,9999999999999999;0,5;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,9999999999999999;0,7;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,9999999999999999;0,8999999999999999;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,9999999999999999;0,4;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
0,9999999999999999;0,9999999999999999;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
